Story,Section
Uh-huh.,0
"Uh, you, you pick one.",0
"I just thought of that one when, when they brought up about politics.",0
"That was, uh, pretty easy",0
Yeah.,0
"you don't have to pick Democratic or Republican,",0
"you can pick anything you want,",0
go ahead.,0
"Well, the thing that I'm wondering about is how we get a new congress.",2
"How do we get some of these guys that have been in there for so long,",2
how do we get them to not get reelected over and over again.,2
"Well, I have an easy answer for that, oh, I wish they would do it, is that limit it, you know, to eight or ten years max.",2
Yeah.,2
"You know, whether that's two five year terms or whatever.",2
I,2
yeah.,2
Yeah.,2
"That may be our only answer,",2
but I don't really like it.,2
I don't like the fact that the President is limited in the number of terms he can serve.,2
"Oh, you know, you're not.",2
"I think if the President, be him Republican or Democrat,",2
"I think if the President can prove that he's popular, you know, that he can do the job then the people should be allowed to elect him as often as they want.",2
Yeah.,2
I think the reason why we've got these guys in Congress is because of the fund raising rules.,0
"I mean, how many of these big campaign contributions that they're running on this year, did they get after they were elected, just, you know, just after they were elected two years ago.",2
Yeah.,2
"Basically the people,",2
"as soon as they get elected, the people dump all kinds of money on them and say, Yeah, yeah, you're my friend,",2
"you're my friend,",2
and two years later he remembers that.,2
And what they done is they've bought this congressman for two years.,2
"Yeah,",2
"I don't know,",2
"I do like the limitation of the President,",2
and I think there is a needed change.,2
I think the same thing should happen for Congress.,2
"I, I'd you know,",2
that would be my answer of an easy way to get these guys out of there for twenty years.,2
"Yeah,",2
well.,2
"My God, it's ridiculous, you know.",2
"That's, that's the easy way.",2
I think the harder way out would be to make the guys that are in there and the guys who are trying to get in there run on more level ground,2
We had.,2
"That's what the financing rules and the, uh, the mailing rules and the size of the office staff and all that stuff.",2
"I think voting is, is a I think I had one of the subject about voting, and, uh, voting apathy, or something like that,",1
"and I think that, uh, the voting rules need to be changed where you have a little more time.",1
"I can't believe that a country our big votes for a President from seven o'clock in the morning til seven o'clock at night, you know.",1
Yeah.,1
"Of course they have absentee which is getting to be more, a lot easier,",1
"and I, I vote as often on absentee as I can because it's so easy now.",1
"But, I think, gee whiz, you could make it a couple days.",1
"It's just, if you really want the majority of the people to vote then give them a couple of days.",1
Yeah.,1
"Well, I think a lot more people could vote if they were somehow persuaded that it's something worth caring about.",0
"Yeah,",0
yeah.,0
"You know, like, you know, the, the recent election about how the Dallas City Council should be made up, that election last December.",0
Are you in Dallas?,2
"Yeah,",2
I'm in Dallas city limit.,2
"Boy, I, I, I live in Arlington.",2
I am so happy not to be part of Dallas when I see those folks there.,2
Yeah.,2
It's an ugly mess.,2
"I mean, I don't know if you like the mayor,",1
"but I think your mayor,",1
"the city council,",1
"the,",1
"what is the woman's name whose, us, not the mayor but the, *typo should be who's",1
The manager.,1
"Yeah,",1
the city manager.,1
All of them need to be thrown out.,1
"I mean, they're just awful, just awful.",1
"Well, what get's me is this thing, it went down to defeat last December by how many votes, by just a few hundred votes.",1
Uh-huh,1
"And if it, if it had passed,",1
"if these people had gotten out the vote, it would have passed",1
and there'd be no more argument.,1
But they're still fighting about it because of the way the election went last December.,1
I know.,0
"It's so awful that politicians always spent consulting money. That we put them in office and then they go out and spend a couple hundreds of thousands of dollars to buy consultants,",2
"and then they don't even do that recommendation, you know.",2
"Uh-huh,",2
yeah.,2
"I mean, it's amazing the money that they spend once they get in.",2
"But, but this is for, supposedly to benefit the minorities,",2
and all the minorities had to do was go out and get a couple more hundred people to vote,2
Well you're right there.,2
and they would have had their way.,2
You're right there.,2
"Uh, uh, people are,",2
"uh, uh, politics, uh,",2
the voting is still not as much as you think in all kinds of issues really.,2
"Yeah,",2
it's pretty sad.,2
"Yeah,",0
it is.,0
"Uh, hopefully people will get more involved.",0
"My, my position is people who don't vote don't have any right to complain about the way the government's going.",1
"Oh, yeah,",1
"but those are the ones that are complaining, I, I think, a lot.",1
I see it here at T I.,1
"The guys that don't take any interest in, and, and constantly on the negative of everything.",1
Uh-huh.,1
"And, uh, Is that right? Ooh.",1
"And, and you ask them why they don't vote,",1
"they say well they don't want their name on the, uh, jury duty list.",1
"That, that's where they get the jury duty list, is from the voter registration.",1
"Right,",1
"you're right,",1
you're right.,1
"I think they could do more about, uh, voting.",1
I think they could.,0
What are the issues?,1
"I, I'm a Democrat,",1
I want to just say that I'm so sad that there isn't a strong Democrat.,1
"I don't even know,",1
I could go out and debate George Bush better than I see any Democrat doing it.,1
Uh-huh.,1
"You know, I mean, at least I'd like to see",1
"because I like competition, you know.",1
Yeah.,1
"I think rolling over and put your belly up and play dead,",1
"I'm so disgusted with the Democratic party,",1
"I can not believe it, you know. *typo cannot",1
"In Presidential races that's about what they've done,",1
but they've got a pretty good lock on Congress and a lot of local things.,1
Yeah.,0
"Yeah,",0
"but I still think in the last ten years,",0
"you know, of course that's not a recent event,",0
"that's only my opinion,",0
I guess I really shouldn't talk about that.,0
"But, I don't know whether they're recent events.",0
"I guess they on this, uh, speech thing, they want us to use a variety of words.",0
Right.,0
"How many times have you called, by the way?",0
"Actually, I haven't made any calls,",0
but I received about a dozen.,0
"Oh, really, I, I, I,",0
"I think, yeah, I have to make these,",1
"but I get distracted and get to do something else,",1
"and all of a sudden my phone rings,",1
"and go, Well, what the heck, we'll talk for a while.",1
"Yeah,",0
I've already got twelve cards.,1
You get any cards in the mail?,1
"Yeah,",1
we got a whole bunch.,1
I can't remember how many.,1
"I don't know,",1
"I'm amazed by,",1
"of course, we're not talking about politics,",0
"but I am amazed by,",0
people say they got thirty.,0
"Well, I wonder why you need thirty renditions of the persons voice,",0
but I'm not in voice synthesis.,0
But I'd sure like to see a summary of it.,0
"We'll get to politics, I'm sorry",0
"Well, I think we've used up as much time as we're supposed to anyway.",0
"Yeah,",0
right.,0
"We're supposed to do five minutes,",0
and that was three minutes ago.,0
Yeah.,0
"Hey, well thanks for the call.",0
"Yeah,",0
bye-bye.,0
"Yeah,",0
bye.,0
Jeri?,0
Yes.,0
We're supposed to discuss crime in the United States and what can be done with it.,0
"That's a rather, rather broad topic",0
They're usually pretty broad anyway.,0
Yeah.,0
Where do you live?,2
"Uh, we live in Plano.",2
"Okay,",2
"so, that's a,",2
"Uh, and where you are?",2
"I'm in Richardson,",2
"so when I heard the topic I was thinking of the thing down at, uh, Maceo High School in Dallas.",2
Uh-huh.,0
Right.,0
"Right,",0
that is so frightening.,0
"It is, you know,",0
"Uh, do you have children in school?",0
"No,",0
"mine are already in college now,",0
"so I don't have to,",0
Yeah.,0
"at least when they were in high school, it was beginning but not like the rampages.",0
"Well, I have,",0
my oldest is his first year in high school,0
"so we have all this to, to look forward to,",0
"and it is really frightening, uh, to think that you can't even send them to school in safety.",0
"I mean, certainly, you know, you can't just turn them loose in the middle of Dallas,",0
"but, you know, when you can't even, send them on their normal activities in safety, it, it's really frightening.",0
That's true.,0
"And, uh, I really, you know,",0
"they're coming down on the principal,",0
but I really don't know what they can do.,0
"I mean, it's just in so much of society with the violence",0
and the kids having access to weapons and drugs,0
"and I, I really don't know what, what can be done.",0
"Yeah,",0
"well, I just, I just don't understand how, of course, in my little world, how guns could be so available.",1
"Well I don't either,",1
but apparently they just really are.,1
"Uh I mean, to me, in Plano you would think that would be about, you know, about as innocent as you could get for for being in a, a large area.",1
"But, you know, my son comes home and tells me that, you know, he hears kids talk about having guns",1
"and uh, someone came to his football practice about two weeks ago with a gun.",1
"Oh, my heavens.",1
"And, I mean, it just scared me to death",1
"and, you know, they called the police",1
"and, and nothing happened,",1
"but my goodness you know, it, it could have easily.",1
"Well, maybe that's the answer to crime is getting more prosecution.",0
Maybe so.,0
"You know, because I don't,",0
"now I, somehow I feel we're living in an impartial society as far as people seeing something happen, you know, across the street, or seeing someone get mugged, or unfortunately, raped,",0
and people don't do anything.,0
Yeah.,0
"A woman was raped in Richardson, I read in the paper oh, about a two weeks ago now.",0
And all the neighbors said they heard her yelling for help.,0
"Oh, no.",0
"But nobody, nobody did anything.",0
I just can't imagine that.,0
"You know, I mean they heard someone calling for help.",0
"Nobody even called the police to say, you know, I hear a strange screaming",0
Right.,0
"I'm afraid, you know, if you,",0
I don't blame people with today's society about going out to help themselves.,0
"Right,",0
"well, I can see, you know, especially if you heard screams from a house or something, not going over there maybe, because, you know, it could be dangerous,",0
but certainly I can't understand not calling the police.,0
Yeah.,0
"I,",0
"I just, you know,",0
"it's, it's really frightening that we're not, we're trying to live in our own little cocoons",0
and probably one of the best things we could do for crime is to participate ourselves in its prevention.,0
Right.,0
"Well I, I think you're right there.",0
"I guess people just kind of keep their noses pointed in their own business,",0
but I think that's real dangerous,0
"and, uh, I don't know.",0
"I try to tell my kids just, just kind of be aware of what's around them, you know",0
"and if you see a situation that looks like it could be trouble, just get out of it or call for help, whichever.",0
Yes.,0
"But, uh,",0
"Yeah,",0
"well, you know, the call for help is what scares me now because it, it just,",0
"I don't know,",0
"people just don't,",0
"I don't know,",0
"I can't say they don't care, because people just have to care about another person.",0
Yeah.,0
"But it's that not getting involved, that impersonal society, I think we live in today.",0
"Well, maybe this thing with with the child at school, maybe that will make people think a bit more and, you know, take some steps to, to correct it.",0
"I don't know,",0
"it's, it really is, is frightening.",0
Yeah,0
"I, uh,",0
"Let me ask you,",1
"getting back to your son's football practice because it really sort of astonished me that police aren't doing,",1
"he didn't have a license for the gun, correct?",1
I don't know.,1
"I mean, I don't know the details.",1
This was not a child that was on the team.,1
"It was someone that, uh, you know, just kind of showed up at the field.",1
Uh-huh.,1
"Uh, it was a, a student age person,",1
"but I'm not even,",1
"So, well, this is an appropriate topic the day after Earth Day,",0
so.,0
Right.,0
"Um, well, what do you think is, uh, the pollutants, the main pollutants in the air?",0
"I have trouble with the chemical plants and things like that I just, uh, I think they put off so much",0
and they're not regulated enough.,0
"Yeah,",0
"well , that's me too.",0
"After, um,",0
"on channel thirteen, uh, they had some, some programs the day before,",0
"and I'm not sure that about yesterday, we didn't really watch it too much yesterday,",0
"but the day before they had a lot of programs about the environment and, you know, how we're affecting the Earth and things by what we do, as the people",0
Uh-huh.,0
"and, and they mentioned sulfur and carbon dioxide a lot,",0
Yeah.,0
"and that actually, um, as our population increases and, you know, our, of course, our, our cars, you know, our number of cars increase per the population, that's the problem. But also like you said the industry pollution",0
"and, you know, their their regulation that's placed on them is, I mean, it's better than it used to be",0
"but it's incredible that they still don't have, you know, they don't, they're not made to regulate the amount of pollutants that they put into the air.",0
Right.,0
"You know, I, I just,",0
I can't stand that,0
"and I know for a fact that they get away with a lot that,",0
"you know, they're supposed to be regulated because we have a, we have a plant, I don't know about T I but we have a plant, uh, a Pillsbury plant, in, in a town adjacent to ours,",1
Uh-huh.,1
"and I know people that work there that,",1
"of course, you wouldn't think Pillsbury would put out certain chemicals,",1
No.,1
"but they put out toxic chemicals there just in some of the, um, what they do, uh, to, uh, make their dough and to, clean out the flour and stuff like that,",1
Really?,1
"yeah,",1
Huh.,1
"I mean, it's incredible.",1
"And, um, they said that they're, you know, they have a little creek that runs by them",1
"and some of the people that work there have told me that when they have inspectors coming they, you know, shut down everything",1
"and they clean up their act, but on a normal basis that they're, that they're dumping things, that they're not supposed to be dumping,",1
Oh.,1
"and I'm like, if they're getting away with it, can you imagine,",1
Right.,1
"that's a, that's a Pillsbury plant",1
